지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd)
90,속초,2002-01,.8,5,-2.9,15.8,-11,20020112,20020102
90,속초,2002-02,4.2,8.7,-.4,14.2,-6.3,20020220,20020212
90,속초,2002-03,8.7,13.5,3.6,20.3,-1,20020321,20020308
90,속초,2002-04,12.2,17.2,7.6,29.6,2.5,20020414,20020404
90,속초,2002-05,15.6,20.1,11.1,28.4,4.8,20020521,20020502
90,속초,2002-06,19.5,24,15.5,33.1,11.9,20020607,20020627
90,속초,2002-07,21.9,25.5,19.2,36.6,17,20020731,20020711
90,속초,2002-08,22.7,26,20.4,34.6,15.6,20020802,20020812
90,속초,2002-09,19.1,23.3,15.3,34.1,12.1,20020902,20020918
90,속초,2002-10,13,17.7,8.6,24.5,.2,20021013,20021028
90,속초,2002-11,5.1,9.6,.7,21,-3.5,20021111,20021119
90,속초,2002-12,1.2,4.9,-2.6,17.6,-9.8,20021204,20021210
90,속초,2003-01,-1.6,2.6,-5.9,11.3,-14.8,20030113,20030129
90,속초,2003-02,1.6,5.4,-2.1,11.1,-9.8,20030209,20030212
90,속초,2003-03,4.5,8.8,.8,19.9,-7.3,20030326,20030304
90,속초,2003-04,11,16.1,6.4,26.6,-.1,20030428,20030409
90,속초,2003-05,14.8,19,11.3,27.7,4.4,20030502,20030509
90,속초,2003-06,20.3,24.3,17.1,31.2,11.8,20030620,20030603
90,속초,2003-07,20.8,23.7,18.6,27.6,16.7,20030720,20030705
90,속초,2003-08,22.5,26,19.6,33.2,16.3,20030822,20030830
90,속초,2003-09,19.7,23.6,16.2,28.5,9.5,20030914,20030930
90,속초,2003-10,14.1,19,9.3,23,3.6,20031002,20031029
90,속초,2003-11,9.3,12.6,5.4,23.3,-2.9,20031102,20031123
90,속초,2003-12,2.9,7,-1.2,12.8,-8.2,20031223,20031220
90,속초,2004-01,.5,4.6,-3.3,9.6,-15.6,20040109,20040122
90,속초,2004-02,3.6,7.9,-.5,19.1,-7.9,20040219,20040206
90,속초,2004-03,6.9,11.5,2.1,22.9,-5.7,20040316,20040307
90,속초,2004-04,12.7,18.8,7.5,29,2.4,20040421,20040404
90,속초,2004-05,16.7,21.9,12.3,29.2,7.7,20040529,20040501
90,속초,2004-06,20.8,25.2,17.1,31.3,12.7,20040629,20040611
90,속초,2004-07,23.9,27.3,21.1,37.1,17,20040723,20040714
90,속초,2004-08,23.1,26.6,20.1,34.3,16.1,20040807,20040825
90,속초,2004-09,20.1,24,16.8,30.5,13.4,20040901,20040923
90,속초,2004-10,14.8,19.5,10.2,25.1,6.6,20041001,20041028
90,속초,2004-11,10.6,14.9,6.2,20.1,1.5,20041108,20041113
90,속초,2004-12,4.2,8.7,.1,17.8,-6.3,20041203,20041230
90,속초,2005-01,-.1,3.9,-4.2,9.8,-9.6,20050103,20050109
90,속초,2005-02,-.8,3.1,-4.8,7.3,-13.1,20050228,20050201
90,속초,2005-03,4.2,8.4,-.2,18.1,-7.9,20050328,20050312
90,속초,2005-04,12.8,17.5,7.9,32,.4,20050428,20050404
90,속초,2005-05,14.4,19.3,10.4,29.7,6,20050503,20050507
90,속초,2005-06,20.6,24.8,17.4,33.2,12.6,20050624,20050605
90,속초,2005-07,24,27.5,21.3,34.4,17.4,20050721,20050710
90,속초,2005-08,25,28.8,21.9,36,16.6,20050814,20050826
90,속초,2005-09,20,23.6,16.7,32.2,13.3,20050912,20050928
90,속초,2005-10,15,19.6,10.5,27.7,4.5,20051002,20051022
90,속초,2005-11,9.8,14.2,5.7,22.4,-.7,20051103,20051120
90,속초,2005-12,-1.4,2.8,-5.9,11.6,-13.1,20051201,20051218
90,속초,2006-01,.2,3.9,-3.3,8.3,-9.6,20060115,20060107
90,속초,2006-02,1.5,5.8,-2.7,16.1,-11.9,20060214,20060203
90,속초,2006-03,6,10.9,.9,18.9,-6.4,20060325,20060313
90,속초,2006-04,9.5,13.7,6.1,25.6,1.9,20060430,20060416
90,속초,2006-05,14.4,19.6,10.5,29.8,3.8,20060530,20060503
90,속초,2006-06,18.4,21.9,15.6,30.8,12.1,20060627,20060609
90,속초,2006-07,21,24.1,18.8,32.6,15,20060729,20060705
90,속초,2006-08,25.2,28.7,22.2,33,16.7,20060807,20060819
90,속초,2006-09,19.1,23.3,15.1,27.4,10.9,20060904,20060911
90,속초,2006-10,17.1,21.2,13.3,29.3,8.4,20061010,20061025
90,속초,2006-11,8.5,12.3,4.6,20.6,-.8,20061109,20061107
90,속초,2006-12,2,6.6,-1.8,11.3,-11.2,20061226,20061229
90,속초,2007-01,.7,5,-2.9,8.9,-7.8,20070101,20070113
90,속초,2007-02,4.1,8.7,-.7,18.8,-8.6,20070222,20070201
90,속초,2007-03,6.6,11,2.5,19,-6,20070326,20070306
90,속초,2007-04,11.7,16.1,7.4,27.6,1.9,20070429,20070405
90,속초,2007-05,17.1,21.9,13.1,30.3,7.2,20070526,20070510
90,속초,2007-06,20.3,24.6,16.4,30.5,12.1,20070623,20070617
90,속초,2007-07,22.1,24.8,19.9,34.5,16.9,20070728,20070715
90,속초,2007-08,24.9,28.9,21.9,35.3,18.6,20070825,20070814
90,속초,2007-09,20.7,24.3,17.8,30,13,20070921,20070929
90,속초,2007-10,15.3,19.9,11.6,27.8,4.5,20071007,20071020
90,속초,2007-11,8.4,13.2,4.2,19.9,-4.1,20071107,20071119
90,속초,2007-12,3.5,7.7,.1,11.8,-6.8,20071225,20071230
90,속초,2008-01,.3,4.3,-3.4,10.7,-9.5,20080106,20080117
90,속초,2008-02,1.3,5.8,-2.9,12.8,-9.8,20080222,20080213
90,속초,2008-03,7.3,11.4,3,17.7,-1.3,20080313,20080305
90,속초,2008-04,13.1,17.4,8.7,29.5,4.9,20080430,20080414
90,속초,2008-05,16.8,21.7,12.7,29.8,6.7,20080503,20080511
90,속초,2008-06,18.7,22.5,15.3,31.2,11.4,20080613,20080616
90,속초,2008-07,25.3,28.9,22.5,34.7,16.9,20080706,20080701
90,속초,2008-08,23.4,26.8,20.2,33,15.5,20080801,20080821
90,속초,2008-09,20.7,24.6,17,29.8,9.7,20080916,20080927
90,속초,2008-10,16.8,21.3,12.5,28.8,5,20081003,20081030
90,속초,2008-11,9.1,12.8,5.1,22.3,-5.2,20081106,20081119
90,속초,2008-12,3.6,7.6,-.7,14.5,-10.9,20081201,20081206
90,속초,2009-01,.2,4.6,-3.7,10.5,-10,20090122,20090124
90,속초,2009-02,4.5,8.3,.8,12.8,-7.1,20090209,20090217
90,속초,2009-03,7,11,2.7,25.7,-3,20090318,20090314
90,속초,2009-04,12.8,17.4,8.1,29.3,1.9,20090410,20090401
90,속초,2009-05,17.7,22.6,13.3,30.3,9.6,20090519,20090507
90,속초,2009-06,20.2,24,16.7,32.4,12.8,20090624,20090608
90,속초,2009-07,21.7,25.3,19,32,15.7,20090710,20090710
90,속초,2009-08,23.1,26.4,19.9,32.1,14.7,20090821,20090831
90,속초,2009-09,20,24.4,16.1,29,13.9,20090915,20090924
90,속초,2009-10,16.3,21,11.9,26.2,7.6,20091029,20091022
90,속초,2009-11,8.2,12.2,4.3,23.2,-3.7,20091107,20091118
90,속초,2009-12,2,6.3,-2.1,11.3,-9.6,20091202,20091219
90,속초,2010-01,-.4,4,-4.7,12.6,-11.6,20100120,20100113
90,속초,2010-02,1.5,5.4,-2.3,14.2,-8.7,20100224,20100203
90,속초,2010-03,3.7,7.1,.6,13.2,-2.2,20100312,20100326
90,속초,2010-04,9.1,13.1,5.3,20.3,.4,20100425,20100408
90,속초,2010-05,16,20.8,11.4,30.9,5,20100520,20100512
90,속초,2010-06,20.1,24.4,16.3,29.2,6.6,20100617,20100601
90,속초,2010-07,25,28.7,22.3,35.1,18.1,20100729,20100714
90,속초,2010-08,25.7,29.1,23.2,35.1,19.6,20100801,20100825
90,속초,2010-09,20.4,24.5,17.1,31.1,9.5,20100902,20100929
90,속초,2010-10,14.9,19.2,11.2,24.4,2.4,20101012,20101026
90,속초,2010-11,9.1,13.8,4.1,21.1,-1.9,20101106,20101128
90,속초,2010-12,2.8,7.5,-1.6,17.7,-10.7,20101205,20101225
90,속초,2011-01,-2.7,1.8,-7.2,6.3,-13.2,20110104,20110116
90,속초,2011-02,2.1,6,-2.2,15.1,-9,20110224,20110213
90,속초,2011-03,5.3,9.7,.9,18.7,-5.9,20110313,20110303
90,속초,2011-04,11.4,16.2,6.5,24.6,.9,20110415,20110404
90,속초,2011-05,14.3,18.5,10.8,26.6,6.4,20110514,20110504
90,속초,2011-06,20.2,24.5,16.6,35.3,11.5,20110621,20110601
90,속초,2011-07,22.3,25.2,20.1,30.7,17.7,20110705,20110722
90,속초,2011-08,24.8,28.1,22.1,35.7,18.7,20110811,20110822
90,속초,2011-09,20.4,23.8,16.9,29,12.3,20110901,20110927
90,속초,2011-10,14.9,19.1,10.6,26.4,4.6,20111010,20111026
90,속초,2011-11,11,14.4,7.6,19.3,-.5,20111104,20111125
90,속초,2011-12,1.3,5.1,-2.5,9.7,-8.7,20111212,20111217
90,속초,2012-01,-.4,3.4,-3.7,6.4,-8.9,20120120,20120123
90,속초,2012-02,.1,4.3,-4.4,11,-14.3,20120223,20120202
90,속초,2012-03,5.3,9.1,1.5,19.4,-4.3,20120330,20120312
90,속초,2012-04,12.1,16.5,7.7,24.3,.5,20120423,20120403
90,속초,2012-05,16.4,20.3,13,27.8,9.6,20120523,20120512
90,속초,2012-06,19.8,22.6,17.4,29,13.6,20120605,20120601
90,속초,2012-07,23.9,27.6,21.3,34.7,17.2,20120727,20120708
90,속초,2012-08,24.4,27.3,22.1,31.3,18.1,20120829,20120831
90,속초,2012-09,19.6,23.1,16.4,29.3,11.7,20120905,20120930
90,속초,2012-10,15.8,20.1,11.2,24,6.2,20121014,20121031
90,속초,2012-11,7.6,11.6,3.4,16.9,-1.7,20121111,20121127
90,속초,2012-12,-.5,3.6,-4.2,11.2,-11.8,20121203,20121226
90,속초,2013-01,-.8,3.1,-4.6,10,-11.5,20130131,20130103
90,속초,2013-02,1.3,5.5,-3.1,13.5,-14.1,20130228,20130208
90,속초,2013-03,6.3,10.9,1.5,18.8,-6.1,20130318,20130321
90,속초,2013-04,10.3,14.7,5.7,22.1,2,20130429,20130407
90,속초,2013-05,16.9,21.1,13,29,7,20130530,20130503
90,속초,2013-06,20.4,23.2,18.1,29.4,12.8,20130616,20130603
90,속초,2013-07,25.6,29.1,22.9,33.6,19.6,20130717,20130701
90,속초,2013-08,27.4,30.9,24.1,35.8,18.1,20130809,20130831
90,속초,2013-09,20.3,23.6,17.1,29.2,11.3,20130920,20130927
90,속초,2013-10,15.7,19.6,11.5,26,7.2,20131002,20131025
90,속초,2013-11,8.4,12.1,4.3,19.9,-4,20131103,20131128
90,속초,2013-12,2.7,6.2,-.9,13,-6.6,20131204,20131228
90,속초,2014-01,1.9,5.7,-2.6,12.6,-8.8,20140129,20140115
90,속초,2014-02,1,4.5,-2.3,16.7,-7.9,20140227,20140205
90,속초,2014-03,7.9,12.2,3.2,26.9,-4.2,20140328,20140307
90,속초,2014-04,13.3,17.6,8.8,27,.7,20140415,20140405
90,속초,2014-05,18.1,23.4,13.5,32.5,8.1,20140527,20140501
90,속초,2014-06,19.9,23.3,17.5,32.8,13.7,20140601,20140613
90,속초,2014-07,25.1,28.7,21.7,34.6,16.9,20140711,20140707
90,속초,2014-08,23.5,26.6,20.7,33.3,15.6,20140801,20140831
90,속초,2014-09,20.6,24.5,17,31,12.7,20140905,20140930
90,속초,2014-10,15.8,20,11.2,24.6,6.6,20141026,20141023
90,속초,2014-11,10.2,14.1,6.3,19.5,-1.9,20141106,20141113
90,속초,2014-12,.6,4.6,-3.7,11.7,-10.8,20141201,20141218
90,속초,2015-01,1.8,5.6,-2.1,12.2,-7.9,20150105,20150101
90,속초,2015-02,2.4,6.1,-1.4,14.5,-10.4,20150222,20150209
90,속초,2015-03,6.6,11.5,1.7,21.4,-5,20150327,20150310
90,속초,2015-04,11.1,15.1,7,29.8,1.2,20150427,20150409
90,속초,2015-05,17.8,22.9,12.9,32.6,7.8,20150526,20150510
90,속초,2015-06,19.5,23.2,16.4,30.1,12.7,20150601,20150609
90,속초,2015-07,22.7,26.1,19.8,35.4,14.8,20150731,20150707
90,속초,2015-08,24.2,28,20.7,33,16.1,20150805,20150826
90,속초,2015-09,19.1,23.1,15.3,27.1,12.5,20150903,20150916
90,속초,2015-10,14.7,19.3,10.2,26.2,1,20151003,20151031
90,속초,2015-11,8.4,11.5,5.5,21.7,-3.2,20151105,20151127
90,속초,2015-12,3,6.8,-1,10.9,-7.2,20151209,20151228
90,속초,2016-01,-1.2,2.7,-5.3,11.5,-16.4,20160102,20160124
90,속초,2016-02,.8,4.3,-3,10.3,-9.4,20160218,20160202
90,속초,2016-03,7,11.4,2.4,21.5,-7.6,20160329,20160301
90,속초,2016-04,12.6,17.8,7.6,29.3,3.6,20160422,20160411
90,속초,2016-05,17.2,22.6,12.5,29,7.3,20160528,20160514
90,속초,2016-06,20.6,24.3,17.5,30.5,12.6,20160617,20160602
90,속초,2016-07,22.9,25.8,20.7,31.9,17,20160729,20160706
90,속초,2016-08,25.5,29.3,22.1,35.9,15.3,20160813,20160829
90,속초,2016-09,20.4,23.6,17.5,28.6,13.2,20160901,20160923
90,속초,2016-10,15.3,19,11.5,24.2,3.3,20161017,20161030
90,속초,2016-11,8.4,12.6,4,20.8,-2.5,20161105,20161124
90,속초,2016-12,4.4,8.4,.3,14.1,-6.1,20161205,20161228
90,속초,2017-01,.8,5,-3.3,11.3,-11.2,20170107,20170123
90,속초,2017-02,3,7.5,-1.7,14.7,-8.2,20170216,20170210
90,속초,2017-03,7,11.4,2.6,18.5,-2.8,20170318,20170308
90,속초,2017-04,14.8,20.1,9.8,30.8,2.6,20170430,20170402
90,속초,2017-05,18.7,23.8,13.8,34.3,9.3,20170519,20170501
90,속초,2017-06,19.8,23.8,15.9,29.7,9.9,20170614,20170602
90,속초,2017-07,25.6,29.1,22.5,34.9,18.9,20170721,20170705
90,속초,2017-08,23.7,26.7,21.1,32.4,16.4,20170822,20170830
90,속초,2017-09,20.8,25.1,16.1,28.4,13.1,20170908,20170929
90,속초,2017-10,14.5,18.8,10.5,25,4,20171001,20171031
90,속초,2017-11,7.8,12.3,2.9,20.4,-4,20171102,20171119
90,속초,2017-12,.7,4.7,-3.6,11.4,-9.9,20171223,20171217
90,속초,2018-01,-1.4,2.8,-5.6,11.9,-16.2,20180115,20180125
90,속초,2018-02,-.5,3.9,-4.9,10.5,-13.2,20180214,20180206
90,속초,2018-03,8,12.5,3,24.7,-6.2,20180327,20180302
90,속초,2018-04,13,18.8,7.5,32.5,2,20180421,20180409
90,속초,2018-05,15.9,20.7,11.6,29.4,4.5,20180516,20180510
90,속초,2018-06,21.3,25.9,17.4,33.9,13.2,20180624,20180617
90,속초,2018-07,25,28.7,22.1,35.4,14.8,20180722,20180707
90,속초,2018-08,25.6,29.2,22.4,38.7,17.2,20180805,20180818
90,속초,2018-09,20,23.8,16.2,29,12.6,20180905,20180925
90,속초,2018-10,13.5,17.9,9,23.8,.3,20181007,20181030
90,속초,2018-11,9.2,13.3,5.3,19.2,-1.9,20181104,20181123
90,속초,2018-12,1.6,5.8,-2.4,12.7,-11.4,20181202,20181228
90,속초,2019-01,1.7,6.3,-3,12.8,-9,20190130,20190116
90,속초,2019-02,2.5,6.5,-1.7,15.7,-7.3,20190224,20190208
90,속초,2019-03,8.2,13.1,3.1,21.6,-1.4,20190319,20190314
90,속초,2019-04,11.9,16.6,6.9,25.9,1.3,20190417,20190411
90,속초,2019-05,19.8,25,14.7,34.2,6.5,20190525,20190506
90,속초,2019-06,20,24.1,16.6,30.2,11.5,20190603,20190612
90,속초,2019-07,24.7,28,21.8,36.1,17.7,20190723,20190708
90,속초,2019-08,25.7,29.4,22.7,35.6,19.3,20190801,20190831
90,속초,2019-09,20.9,24.7,17.5,32.3,11.6,20190907,20190923
90,속초,2019-10,16.1,20,12.1,25,6.5,20191001,20191030
90,속초,2019-11,9.4,13.9,5.2,21.1,-1.2,20191105,20191120
90,속초,2019-12,4.2,8.4,-.2,14.4,-7.1,20191216,20191206
90,속초,2020-01,3.4,7.2,.3,11.2,-4.1,20200122,20200114
90,속초,2020-02,4.1,8,-.2,16.1,-8.2,20200213,20200206
90,속초,2020-03,7.9,12.6,2.7,19.3,-1.8,20200326,20200305
90,속초,2020-04,11.3,16.1,6.3,24.5,.9,20200430,20200405
90,속초,2020-05,17.1,21.6,13.3,32.4,7.8,20200501,20200519
90,속초,2020-06,22.2,26.4,18.3,33.2,13.9,20200614,20200603
90,속초,2020-07,21.6,24.7,19,33.3,15.6,20200731,20200712
90,속초,2020-08,25.7,29.6,22.8,35.1,19.6,20200819,20200823
90,속초,2020-09,20.1,23.8,16.8,28.7,12.1,20200903,20200928
90,속초,2020-10,14.3,19,9.7,23.7,4.6,20201002,20201024
90,속초,2020-11,10,14.4,5.4,23.1,-2.1,20201119,20201130
90,속초,2020-12,1.8,6,-2.5,11.2,-11.3,20201228,20201231
90,속초,2021-01,-1.2,2.9,-5.5,9.7,-16.1,20210121,20210108
90,속초,2021-02,3.1,7.7,-1.5,17.8,-10.1,20210220,20210218
90,속초,2021-03,8,12.6,3.7,18.9,-4.5,20210323,20210303
90,속초,2021-04,12.3,16.6,7.8,23.8,2,20210419,20210405
90,속초,2021-05,16.7,21.5,12.1,29.8,7.6,20210523,20210502
90,속초,2021-06,20.3,23.8,17.1,30,12.9,20210607,20210604
90,속초,2021-07,25.5,29.3,22.3,33.2,18.1,20210731,20210705
90,속초,2021-08,24.4,28,21.5,33.8,17.1,20210804,20210831
90,속초,2021-09,20.9,24.7,17.6,28.8,14.6,20210921,20210930
90,속초,2021-10,15.5,20,11.6,27.5,2.2,20211010,20211017
90,속초,2021-11,9.9,14.4,5.7,20.1,-1.8,20211107,20211123
90,속초,2021-12,2.8,7.2,-1.9,13.9,-14.9,20211210,20211226
90,속초,2022-01,-.6,3,-4.5,7.8,-9.8,20220126,20220112
90,속초,2022-02,.3,4.3,-3.9,12.7,-10.9,20220228,20220217
90,속초,2022-03,7.1,11.3,2.9,21,-2,20220311,20220307
90,속초,2022-04,14.2,19.1,8.8,29.8,1.8,20220410,20220402
90,속초,2022-05,18.5,23.7,13.1,33.5,5.8,20220528,20220502
90,속초,2022-06,20.9,24.7,17.6,34.6,10.1,20220625,20220608
90,속초,2022-07,24.3,27.7,21.9,33.4,18.8,20220708,20220723
90,속초,2022-08,24.6,28.4,21.3,35.5,15.8,20220806,20220828
90,속초,2022-09,20.3,24.8,16.3,29.2,10.9,20220907,20220921
90,속초,2022-10,13.9,18.2,10,29.9,4.8,20221001,20221026
90,속초,2022-11,11,16,6.3,22.3,-4.6,20221112,20221130
90,속초,2022-12,-.2,4.1,-4.4,11.6,-12.5,20221208,20221223
93,북춘천,2016-10,14.1,20.9,8.6,29,-1.9,20161003,20161030
93,북춘천,2016-11,5.1,11.2,-.5,19.5,-9.1,20161119,20161124
93,북춘천,2016-12,-.2,5.3,-5,10.2,-12.1,20161205,20161216
93,북춘천,2017-01,-3.4,3.3,-9.8,11.6,-17,20170108,20170124
93,북춘천,2017-02,-1.5,5.4,-8.2,12.2,-15.7,20170228,20170202
93,북춘천,2017-03,4.6,12.2,-2.3,19,-8.3,20170319,20170308
93,북춘천,2017-04,13.2,21,5.6,29.1,-.8,20170430,20170403
93,북춘천,2017-05,18.6,26.2,11.3,30.7,6.7,20170520,20170508
93,북춘천,2017-06,22.3,29.6,15.8,35,9.2,20170623,20170611
93,북춘천,2017-07,26.3,30.7,23,34.9,19.4,20170706,20170701
93,북춘천,2017-08,24.4,29.6,20.5,37.5,13.9,20170805,20170831
93,북춘천,2017-09,19.1,26.5,13,30.5,4.9,20170904,20170929
93,북춘천,2017-10,13.5,21,7.7,26.9,-3.7,20171008,20171031
93,북춘천,2017-11,3.2,9.9,-3,18.8,-10.2,20171108,20171119
93,북춘천,2017-12,-4.3,1.5,-10.3,8.6,-19,20171223,20171213
93,북춘천,2018-01,-6,.6,-11.8,8.6,-21.7,20180117,20180127
93,북춘천,2018-02,-3.4,3.6,-10.3,10.4,-19.2,20180226,20180207
93,북춘천,2018-03,7,13.8,.2,23.4,-8.2,20180329,20180302
93,북춘천,2018-04,12,19.5,4.9,29.2,-3,20180421,20180408
93,북춘천,2018-05,17.2,23.9,10.8,31,2.9,20180526,20180504
93,북춘천,2018-06,22.6,29.3,16.6,34.5,11.9,20180624,20180616
93,북춘천,2018-07,26.3,31.8,21.7,37.6,13.7,20180722,20180708
93,북춘천,2018-08,26.9,32.9,22.2,40.6,15.8,20180801,20180818
93,북춘천,2018-09,19.1,25.7,13.4,29.5,6.5,20180904,20180925
93,북춘천,2018-10,10.3,17.9,4.4,25,-2.5,20181004,20181030
93,북춘천,2018-11,5.1,12.1,0,19.3,-7.3,20181103,20181123
93,북춘천,2018-12,-3.2,3.4,-8.7,12,-16.9,20181204,20181228
93,북춘천,2019-01,-3.9,4.2,-10.9,8.3,-15.1,20190123,20190103
93,북춘천,2019-02,-.6,5.9,-6.7,13.4,-13.6,20190227,20190201
93,북춘천,2019-03,5,12.3,-1.8,18.3,-7.3,20190319,20190314
93,북춘천,2019-04,10.6,18.3,3.3,28.3,-5.1,20190422,20190401
93,북춘천,2019-05,18.3,26.6,10,33.3,2.6,20190524,20190507
93,북춘천,2019-06,21.4,27.8,15.5,33.1,9.9,20190627,20190611
93,북춘천,2019-07,25,29.9,21,36.2,14.8,20190705,20190709
93,북춘천,2019-08,25.6,31.2,21.2,36.5,16.1,20190805,20190831
93,북춘천,2019-09,20.7,26.5,16.2,31.6,10.7,20190907,20190919
93,북춘천,2019-10,14,20.7,8.3,29.9,.2,20191001,20191030
93,북춘천,2019-11,4.9,11.9,-.6,20.3,-7.5,20191101,20191120
93,북춘천,2019-12,-.7,4.3,-5.4,10.5,-13.4,20191211,20191206
93,북춘천,2020-01,-.7,5.6,-5.8,10.9,-10.6,20200126,20200115
93,북춘천,2020-02,.7,6.9,-5,15.5,-14.8,20200215,20200206
93,북춘천,2020-03,6.1,13.5,-1.5,21,-6.6,20200326,20200306
93,북춘천,2020-04,9.7,17.4,1.7,24.6,-4.5,20200430,20200405
93,북춘천,2020-05,17.4,23.7,11.5,29.8,5.4,20200530,20200520
93,북춘천,2020-06,23.5,29.5,17.9,35.8,13.6,20200622,20200603
93,북춘천,2020-07,23.3,27.9,19.1,32.7,16.1,20200717,20200712
93,북춘천,2020-08,25.6,29.6,22.8,35.4,20.3,20200826,20200823
93,북춘천,2020-09,19,24.9,14.5,30,8.2,20200901,20200921
93,북춘천,2020-10,10.9,19.1,4.5,23.7,-2.7,20201001,20201024
93,북춘천,2020-11,5.3,12.1,-.3,19.4,-8.3,20201119,20201130
93,북춘천,2020-12,-3.6,2.9,-9.1,9.9,-18.5,20201228,20201216
93,북춘천,2021-01,-5.7,.7,-11.8,11.5,-22.5,20210125,20210108
93,북춘천,2021-02,.4,7.6,-6.3,19.7,-14.2,20210221,20210218
93,북춘천,2021-03,7.1,14.3,.5,22.8,-4.7,20210331,20210303
93,북춘천,2021-04,12.4,19.5,5.5,29.2,-.1,20210421,20210405
93,북춘천,2021-05,15.6,22.1,9.8,30.6,3.1,20210514,20210506
93,북춘천,2021-06,21.6,27.5,16.7,32.3,12.4,20210613,20210606
93,북춘천,2021-07,26.7,32.7,22,36.6,18.5,20210727,20210703
93,북춘천,2021-08,24.3,29.3,20.5,34.4,15.7,20210806,20210819
93,북춘천,2021-09,20.7,26.4,15.7,29.7,13.2,20210913,20210904
93,북춘천,2021-10,13.1,19.6,7.9,28.2,-2,20211003,20211017
93,북춘천,2021-11,5.3,12.2,-.4,21,-6.6,20211107,20211127
93,북춘천,2021-12,-2.2,3.8,-7.5,11.4,-17.2,20211221,20211226
93,북춘천,2022-01,-5.1,1.8,-11.5,7.8,-16.6,20220123,20220120
93,북춘천,2022-02,-3.5,3.7,-10.6,10.7,-15.8,20220212,20220217
93,북춘천,2022-03,5.7,12.5,-.9,18.5,-7.6,20220312,20220307
93,북춘천,2022-04,13,21.2,5.1,29.8,-1.9,20220426,20220403
93,북춘천,2022-05,17.2,25,9.4,30.7,2.4,20220524,20220501
93,북춘천,2022-06,21.9,27,17.3,34.2,9.2,20220621,20220601
93,북춘천,2022-07,26,31.1,22.2,35.8,19.6,20220730,20220712
93,북춘천,2022-08,24.5,28.8,21.4,33,12.1,20220820,20220828
93,북춘천,2022-09,19.8,26.5,14.4,30.8,6.8,20220916,20220924
93,북춘천,2022-10,11.8,18.6,6.3,25.7,-.6,20221001,20221019
93,북춘천,2022-11,6.5,14,.5,20.6,-8.1,20221111,20221130
93,북춘천,2022-12,-6.1,.1,-11.3,8.1,-18.5,20221207,20221224
95,철원,2002-01,-3.9,1.6,-9.6,10.1,-24.4,20020115,20020103
95,철원,2002-02,-.3,6.2,-6.6,12.9,-12,20020228,20020212
95,철원,2002-03,5.6,12.9,-1.4,19.4,-8.4,20020329,20020307
95,철원,2002-04,11.8,19,4.4,27.6,-1.6,20020422,20020410
95,철원,2002-05,16.6,23.1,10.3,26.4,5.2,20020502,20020502
95,철원,2002-06,20.3,26.2,14.6,31.4,8.6,20020606,20020626
95,철원,2002-07,23.1,27.5,19.5,34.4,15.9,20020728,20020711
95,철원,2002-08,22.4,26.5,19.3,30.1,15.3,20020829,20020812
95,철원,2002-09,18.1,24.7,12.6,29.2,6,20020903,20020923
95,철원,2002-10,9.5,16.4,3.2,23.6,-5.5,20021017,20021029
95,철원,2002-11,.7,6.3,-4.7,16.1,-11.6,20021111,20021119
95,철원,2002-12,-2.8,3.1,-7.7,14.5,-19.2,20021204,20021227
95,철원,2003-01,-7.1,-1.3,-12.8,6.1,-24.6,20030113,20030106
95,철원,2003-02,-.8,4.9,-6.1,9.4,-16.4,20030228,20030201
95,철원,2003-03,3.9,9.7,-1.5,20.3,-9.6,20030331,20030304
95,철원,2003-04,10.6,16.8,4.5,23.3,-.4,20030416,20030410
95,철원,2003-05,17,23.6,10.7,28.9,3.4,20030528,20030501
95,철원,2003-06,20,24.8,15.6,29.3,11.4,20030609,20030603
95,철원,2003-07,22.2,26.4,18.5,30.2,14.9,20030731,20030704
95,철원,2003-08,22.1,26.2,18.7,30.4,14.6,20030805,20030814
95,철원,2003-09,18.2,22.9,14.4,26.2,6.5,20030917,20030930
95,철원,2003-10,10.3,17.6,3.8,25.1,-2.6,20031010,20031024
95,철원,2003-11,6,11.7,1.2,19.8,-8.1,20031101,20031123
95,철원,2003-12,-2.7,2.9,-8.2,8.1,-14.6,20031205,20031221
95,철원,2004-01,-5.8,.7,-12,6.3,-20.4,20040131,20040123
95,철원,2004-02,-.6,5.6,-6.8,17.5,-16.2,20040220,20040206
95,철원,2004-03,3.7,10.2,-3,18.7,-11.2,20040316,20040307
95,철원,2004-04,10.7,18.1,3,27.7,-3.1,20040418,20040408
95,철원,2004-05,15.8,20.9,10.8,25.2,2.7,20040530,20040507
95,철원,2004-06,21,26.3,15.9,31.3,9.3,20040603,20040601
95,철원,2004-07,22.8,26.3,19.8,32.6,16.6,20040731,20040714
95,철원,2004-08,22.9,28,18.8,33.4,13.5,20040810,20040831
95,철원,2004-09,18.8,24.9,13.6,28.9,8.4,20040906,20040922
95,철원,2004-10,11.1,19.6,3.6,25.7,-2,20041008,20041027
95,철원,2004-11,5.4,12.1,.1,20.2,-5.1,20041109,20041130
95,철원,2004-12,-2.1,4.5,-7.2,13.9,-16.5,20041203,20041230
95,철원,2005-01,-6.2,.6,-13.2,7.2,-17.7,20050123,20050110
95,철원,2005-02,-5.4,1,-12,10,-18.1,20050215,20050226
