지점,지점명,일시,평균기온(°C),평균최고기온(°C),평균최저기온(°C),최고기온(°C),최저기온(°C),최고기온 나타난날(yyyymmdd),최저기온 나타난날(yyyymmdd)
114,원주,2007-11,4.9,11.2,0,19.8,-8.5,20071109,20071119
114,원주,2007-12,-.1,4.8,-3.9,14.3,-8.4,20071226,20071231
114,원주,2008-01,-2.4,2.5,-6.6,6.6,-13.5,20080110,20080117
114,원주,2008-02,-2.3,4,-8.1,11.9,-13.7,20080222,20080213
114,원주,2008-03,6.2,12.5,.9,21,-3.9,20080321,20080308
114,원주,2008-04,13.1,20.2,6.5,28.1,-.8,20080419,20080404
114,원주,2008-05,17.5,24.2,11.3,30.4,5.1,20080527,20080511
114,원주,2008-06,21.1,27,16.1,30.7,11,20080620,20080601
114,원주,2008-07,26,30.4,22.5,34.6,19.6,20080709,20080701
114,원주,2008-08,24.6,30,20.3,36.3,15.2,20080810,20080827
114,원주,2008-09,21,27.3,16.3,32,7.2,20080918,20080927
114,원주,2008-10,14.5,21.2,9.1,27,1.8,20081018,20081028
114,원주,2008-11,6,12.2,.9,20.1,-9.1,20081106,20081120
114,원주,2008-12,.2,5.6,-4.6,14.1,-12.9,20081210,20081206
114,원주,2009-01,-3.7,2.4,-8.9,10.7,-15.3,20090130,20090115
114,원주,2009-02,2.5,8,-2.4,17.9,-10.7,20090213,20090217
114,원주,2009-03,6.2,12.4,.2,24.3,-5.4,20090321,20090307
114,원주,2009-04,12.3,19.5,5.6,29.9,-.8,20090419,20090402
114,원주,2009-05,18.4,25.2,12.1,31.3,6.6,20090506,20090518
114,원주,2009-06,22.4,28,17.1,33.5,11.3,20090627,20090601
114,원주,2009-07,24,29,20.2,32.4,16.8,20090731,20090703
114,원주,2009-08,25.1,30.4,20.7,34.4,13.8,20090816,20090831
114,원주,2009-09,20.6,26.9,15.6,31.2,12.4,20090906,20090920
114,원주,2009-10,14.2,21.3,8.4,27.4,3.2,20091001,20091022
114,원주,2009-11,6.2,11.1,1.9,20.6,-6.8,20091107,20091118
114,원주,2009-12,-1.5,3.3,-5.4,10.2,-13.4,20091211,20091229
114,원주,2010-01,-5,.4,-10.1,8.2,-19.4,20100119,20100107
114,원주,2010-02,1.2,6.3,-3.2,20,-11.5,20100224,20100206
114,원주,2010-03,4.6,9.3,.4,18.8,-4,20100320,20100319
114,원주,2010-04,10,15.9,4.1,25.3,-1.4,20100420,20100415
114,원주,2010-05,17.8,24,11.7,31.4,3.3,20100521,20100501
114,원주,2010-06,23.4,29.5,17.9,33.7,8.8,20100625,20100601
114,원주,2010-07,26.1,30.5,22.7,34.2,19.2,20100720,20100709
114,원주,2010-08,27.1,31.3,24.1,36,21.6,20100805,20100818
114,원주,2010-09,21.1,26.5,17,34.2,7.2,20100901,20100929
114,원주,2010-10,13.7,19.8,8.9,24.9,-1.9,20101009,20101027
114,원주,2010-11,5.8,11.9,.5,18.5,-5.5,20101113,20101128
114,원주,2010-12,-1.6,3.7,-6.4,16,-14.2,20101202,20101225
114,원주,2011-01,-7.7,-2.2,-13.2,1.9,-18.6,20110102,20110117
114,원주,2011-02,.8,6.9,-4.2,14.3,-10.8,20110222,20110213
114,원주,2011-03,3.7,9.7,-1.8,18.7,-7.1,20110331,20110303
114,원주,2011-04,11.1,17.5,5.1,23.7,1.1,20110415,20110401
114,원주,2011-05,18.3,24.1,12.6,29.8,8,20110525,20110504
114,원주,2011-06,22.8,28.3,17.9,33.7,14,20110620,20110602
114,원주,2011-07,25.5,29.5,22.4,35.3,18.7,20110718,20110706
114,원주,2011-08,25.9,30.7,22.3,35.4,17.5,20110805,20110824
114,원주,2011-09,20.5,26.1,16,33,8.7,20110901,20110922
114,원주,2011-10,12.1,19,6.5,22.6,-.9,20111013,20111026
114,원주,2011-11,9.6,14.9,4.9,25.5,-5.1,20111104,20111125
114,원주,2011-12,-2,2.9,-6.5,9.3,-13.8,20111201,20111223
114,원주,2012-01,-3.9,1.7,-8.9,9.3,-14.8,20120119,20120124
114,원주,2012-02,-2.6,3.7,-8.4,12.4,-20.5,20120229,20120203
114,원주,2012-03,4.9,10.2,.2,18.6,-7.2,20120329,20120312
114,원주,2012-04,12.4,19.2,6.1,28.6,-1.7,20120424,20120407
114,원주,2012-05,18.7,25.2,12.7,29.4,7.7,20120520,20120518
114,원주,2012-06,23.6,29.5,18.4,33,13.2,20120621,20120601
114,원주,2012-07,25.6,30.2,21.8,34.4,17.6,20120731,20120707
114,원주,2012-08,26.5,31.4,22.6,37.1,17.6,20120806,20120831
114,원주,2012-09,19.5,24.9,15.2,30.7,7.9,20120903,20120930
114,원주,2012-10,13.2,20.1,7.6,25,1.3,20121003,20121018
114,원주,2012-11,4.3,9.5,-.2,15.9,-5.9,20121103,20121127
114,원주,2012-12,-4.9,0,-9.3,7.8,-16.2,20121202,20121210
114,원주,2013-01,-4.9,.6,-9.9,13.2,-20.3,20130131,20130104
114,원주,2013-02,-1.3,4.1,-6.4,15.1,-17,20130228,20130208
114,원주,2013-03,5.4,12.3,-.9,24.5,-5.7,20130309,20130302
114,원주,2013-04,9.8,16.1,3.9,26.8,-1.2,20130416,20130412
114,원주,2013-05,18.3,24.7,12.3,31.2,6,20130525,20130502
114,원주,2013-06,23.9,29.5,18.9,32.6,13.4,20130629,20130602
114,원주,2013-07,26,29.7,23.2,32.5,20.8,20130720,20130703
114,원주,2013-08,26.9,31.8,23,34.1,19.6,20130812,20130825
114,원주,2013-09,20.5,25.8,16.3,30.4,8.7,20130918,20130927
114,원주,2013-10,14.2,21.2,8.5,27.7,1.9,20131001,20131027
114,원주,2013-11,4.9,10.4,.2,21.4,-7.6,20131101,20131128
114,원주,2013-12,-1.2,3.7,-5.5,9.9,-12.6,20131203,20131228
114,원주,2014-01,-1.8,3.5,-6.7,8.2,-13.1,20140129,20140110
114,원주,2014-02,1.3,7,-3.5,15.1,-10.4,20140227,20140205
114,원주,2014-03,7.3,13.5,1.6,24.5,-5.6,20140328,20140310
114,원주,2014-04,13.8,20.4,7.5,26.7,-1,20140425,20140406
114,원주,2014-05,19,25.8,12.5,34.1,5.1,20140531,20140507
114,원주,2014-06,22.9,28.6,18.5,31.9,15,20140601,20140612
114,원주,2014-07,26.2,31.6,21.9,35.9,18.3,20140725,20140707
114,원주,2014-08,24.6,29.1,21.1,35.1,17.1,20140801,20140831
114,원주,2014-09,21.3,27.3,16.4,31.2,11.5,20140907,20140920
114,원주,2014-10,14.1,21.2,7.8,27.5,1.6,20141011,20141017
114,원주,2014-11,7.6,13.2,2.7,17.6,-3,20141105,20141119
114,원주,2014-12,-3.1,2,-7.8,9.7,-14.7,20141201,20141218
114,원주,2015-01,-1,3.8,-5.5,9.1,-12.7,20150115,20150103
114,원주,2015-02,1.3,6.6,-3.5,13.6,-13.1,20150215,20150209
114,원주,2015-03,6.7,13.8,0,22.8,-7.2,20150330,20150310
114,원주,2015-04,13.5,19.8,7.4,27.6,2.7,20150430,20150417
114,원주,2015-05,19.9,26.6,13.1,33,6.7,20150528,20150505
114,원주,2015-06,23.8,30,18,35,11.8,20150610,20150606
114,원주,2015-07,26.2,30.7,22.2,36.3,14.9,20150711,20150704
114,원주,2015-08,26.2,31.6,22.1,37,16.4,20150807,20150828
114,원주,2015-09,20.7,26.5,15.6,29.2,12.5,20150922,20150928
114,원주,2015-10,14.6,20.5,9.2,25.2,-1.2,20151017,20151031
114,원주,2015-11,9.2,12.9,6,19.8,-4,20151106,20151127
114,원주,2015-12,1.7,5.9,-2,11.1,-10.1,20151202,20151229
114,원주,2016-01,-2.5,2,-6.9,10.6,-15.9,20160103,20160124
114,원주,2016-02,.8,6,-3.8,17.3,-10.8,20160213,20160203
114,원주,2016-03,7.1,12.8,1.6,20.3,-9.8,20160331,20160301
114,원주,2016-04,14.8,21.3,9,30,4.6,20160426,20160401
114,원주,2016-05,19.3,25.9,13,30.7,8.6,20160522,20160517
114,원주,2016-06,23.6,28.9,19,32.4,13.7,20160622,20160602
114,원주,2016-07,25.7,29.7,22.4,33.8,19.1,20160711,20160719
114,원주,2016-08,27,31.9,22.9,35.7,13.6,20160820,20160827
114,원주,2016-09,21.8,26.4,18.1,30.3,11,20160905,20160921
114,원주,2016-10,15.1,20,11.3,28.4,1.3,20161004,20161030
114,원주,2016-11,6.7,11.7,2.2,19,-5.9,20161114,20161125
114,원주,2016-12,.8,5.4,-3.4,14.2,-11.1,20161222,20161216
114,원주,2017-01,-2.2,2.7,-6.8,12.2,-15.2,20170108,20170124
114,원주,2017-02,-.1,5,-5.1,12.6,-11.4,20170216,20170202
114,원주,2017-03,5.6,11.4,.1,17.6,-5,20170330,20170308
114,원주,2017-04,13.6,19.8,7.5,27.8,1.4,20170430,20170402
114,원주,2017-05,18.8,25.2,12.6,29.7,7.9,20170530,20170508
114,원주,2017-06,22.1,28.1,16.6,34,11.8,20170623,20170604
114,원주,2017-07,25.7,29.3,22.9,33,20.9,20170706,20170706
114,원주,2017-08,24.2,28.4,20.8,34.8,14.1,20170805,20170831
114,원주,2017-09,19.5,25,14.8,28.3,8.5,20170904,20170929
114,원주,2017-10,14.6,20.4,10,25.5,-.6,20171008,20171031
114,원주,2017-11,5.1,10.4,.2,18.5,-6.5,20171108,20171119
114,원주,2017-12,-2.1,2.1,-6.2,8.6,-13.5,20171223,20171213
114,원주,2018-01,-3.8,.6,-7.8,9.1,-17.4,20180115,20180127
114,원주,2018-02,-1.6,3.7,-6.8,10.9,-15.5,20180226,20180207
114,원주,2018-03,8.2,13.7,2.8,21.8,-5.9,20180314,20180302
114,원주,2018-04,13.2,19.5,7.3,28.5,1.3,20180421,20180408
114,원주,2018-05,17.9,23.6,12.4,29.6,5,20180528,20180504
114,원주,2018-06,23,28.4,18.1,32.5,13.7,20180622,20180616
114,원주,2018-07,27.1,31.8,23.1,36.6,15.4,20180724,20180708
114,원주,2018-08,27.4,32.4,23.6,38.8,18.6,20180815,20180818
114,원주,2018-09,19.9,25,15.5,29.6,8.7,20180901,20180925
114,원주,2018-10,11.6,17.3,6.7,25,.2,20181004,20181030
114,원주,2018-11,6.8,12.5,2.3,18.5,-3.7,20181104,20181123
114,원주,2018-12,-1.1,3.9,-5.4,12.7,-13,20181204,20181230
114,원주,2019-01,-1.6,3.9,-6.8,8.2,-11.3,20190123,20190103
114,원주,2019-02,1.3,6.3,-3.4,13.1,-8.6,20190227,20190210
114,원주,2019-03,6.9,12.6,1.4,19.3,-2.9,20190327,20190314
114,원주,2019-04,11.9,17.9,5.9,28.3,-2.1,20190422,20190401
114,원주,2019-05,19.2,25.9,12.4,32.5,5.8,20190524,20190507
114,원주,2019-06,22.1,27.5,17.1,32.1,12.1,20190625,20190601
114,원주,2019-07,25.2,29.7,21.6,35.3,16.6,20190705,20190709
114,원주,2019-08,26.2,31,22.1,35.9,17.4,20190810,20190825
114,원주,2019-09,21.4,26.2,17.5,31.4,11.3,20190907,20190924
114,원주,2019-10,14.9,20.3,10.1,26.6,2.9,20191001,20191027
114,원주,2019-11,7.1,13.1,2.3,20.1,-4.1,20191103,20191120
114,원주,2019-12,.9,5.4,-3,13.1,-9.9,20191216,20191206
114,원주,2020-01,1.2,6,-2.7,11.7,-7.5,20200128,20200115
114,원주,2020-02,2.5,7.5,-1.9,16.5,-11.4,20200215,20200206
114,원주,2020-03,7.8,13.9,1.7,23.1,-3.6,20200326,20200306
114,원주,2020-04,11,17.2,4.7,24,-.1,20200430,20200405
114,원주,2020-05,18.2,23.5,13.3,29.1,7.2,20200530,20200520
114,원주,2020-06,24.1,29.2,19.5,34.5,13.5,20200622,20200602
114,원주,2020-07,23.7,27.9,20.3,33,16.6,20200709,20200714
114,원주,2020-08,26.1,30,23.3,34.4,20.4,20200825,20200823
114,원주,2020-09,19.9,24.7,16,30,10.5,20200901,20200921
114,원주,2020-10,12.7,18.9,7.4,24,.9,20201001,20201024
114,원주,2020-11,7.3,12.7,2.5,22.2,-4.6,20201119,20201130
114,원주,2020-12,-1.4,3.6,-5.8,11,-14.6,20201228,20201217
114,원주,2021-01,-2.9,2.7,-8.2,13.8,-18.4,20210125,20210109
114,원주,2021-02,2.5,8.3,-2.9,20.4,-10,20210221,20210218
114,원주,2021-03,8.8,14.8,3.2,22.9,-3,20210331,20210303
114,원주,2021-04,13.8,19.6,7.7,28.7,2.2,20210422,20210405
114,원주,2021-05,16.5,21.9,11.4,29.3,5.4,20210513,20210506
114,원주,2021-06,22.3,27.3,17.8,31.8,13.1,20210609,20210605
114,원주,2021-07,26.7,31.7,22.5,35.6,19,20210724,20210701
114,원주,2021-08,24.6,29,21.2,34.5,17.5,20210806,20210831
114,원주,2021-09,21.1,25.9,17,28.9,14.6,20210912,20210916
114,원주,2021-10,14.4,19.8,10,28.6,.7,20211003,20211018
114,원주,2021-11,7.3,12.8,2.7,20.8,-3.5,20211106,20211128
114,원주,2021-12,.3,5,-4.2,12,-14.5,20211206,20211226
114,원주,2022-01,-2.4,2.8,-7.4,9.5,-12.8,20220123,20220114
114,원주,2022-02,-1.1,4.3,-6.3,10.8,-11.2,20220228,20220224
114,원주,2022-03,7.4,12.9,2.2,20.1,-4,20220312,20220307
114,원주,2022-04,14.1,20.5,7.8,26.4,1.2,20220411,20220403
114,원주,2022-05,18.3,24.4,11.9,29.7,5.5,20220524,20220503
114,원주,2022-06,23,27.7,18.7,34.2,11.7,20220621,20220607
114,원주,2022-07,26.2,30.5,22.7,34.7,20.5,20220729,20220723
114,원주,2022-08,24.9,28.3,22.2,32.4,14.2,20220804,20220828
114,원주,2022-09,20.9,26.4,16.2,31.3,9.7,20220917,20220924
114,원주,2022-10,13.2,19.1,8.3,27.3,1.6,20221001,20221019
114,원주,2022-11,8.5,14.9,3.2,22.4,-5.5,20221112,20221130
114,원주,2022-12,-3.7,1.1,-8,8.7,-15.3,20221208,20221224
115,울릉도,2002-01,2.2,5,-.2,14,-7.8,20020115,20020102
115,울릉도,2002-02,4.1,7.9,1.5,12.9,-3.5,20020228,20020219
115,울릉도,2002-03,7.5,11.3,4.4,15.8,-1.1,20020314,20020307
115,울릉도,2002-04,12.1,16.5,8.7,21.6,4.4,20020401,20020426
115,울릉도,2002-05,14.9,19,11.9,27.2,7.7,20020521,20020502
115,울릉도,2002-06,19.1,23,16.1,27.8,11.7,20020608,20020626
115,울릉도,2002-07,22.2,25.2,19.9,31.2,15.7,20020731,20020708
115,울릉도,2002-08,22,24.9,19.9,31.9,15.8,20020801,20020813
115,울릉도,2002-09,18.7,22.5,16.2,28.4,13.4,20020903,20020923
115,울릉도,2002-10,14.3,17.8,11.6,23.8,3.6,20021012,20021028
115,울릉도,2002-11,6.6,10.4,3.8,16.6,-.3,20021111,20021127
115,울릉도,2002-12,3.2,5.8,1.1,15.4,-5.2,20021204,20021210
115,울릉도,2003-01,.4,3.5,-1.9,11.2,-11.5,20030113,20030129
115,울릉도,2003-02,2.5,5.7,.2,11.4,-2.8,20030217,20030212
115,울릉도,2003-03,5,8.9,2.5,16.1,-3.6,20030330,20030304
115,울릉도,2003-04,10.4,14.5,7.4,23.4,1.3,20030428,20030410
115,울릉도,2003-05,14.6,18.6,11.4,23.5,5.8,20030503,20030508
115,울릉도,2003-06,19.2,23.3,16.6,27.4,11.8,20030621,20030601
115,울릉도,2003-07,19.7,22.6,17.8,26.7,15.4,20030723,20030704
115,울릉도,2003-08,22.2,25.6,19.9,30.5,17.1,20030822,20030830
115,울릉도,2003-09,19.6,22.7,17.3,26.7,12.9,20030914,20030929
115,울릉도,2003-10,14.7,18.7,12.1,22.5,6.6,20031010,20031029
115,울릉도,2003-11,11.1,14.4,8.7,23.2,2,20031102,20031122
115,울릉도,2003-12,5,8.1,2.4,13.3,-5,20031223,20031219
115,울릉도,2004-01,1.6,4.7,-.5,10.5,-11.1,20040105,20040122
115,울릉도,2004-02,4.3,7.6,1.5,16.7,-3.9,20040219,20040207
115,울릉도,2004-03,5.9,10,3.1,17,-3.9,20040328,20040307
115,울릉도,2004-04,12.1,16.8,8,23.7,3.4,20040422,20040404
115,울릉도,2004-05,15.8,19.2,12.8,23.2,7.5,20040529,20040502
115,울릉도,2004-06,20,23.8,16.9,27.6,13.8,20040615,20040611
115,울릉도,2004-07,23.7,26.7,21.3,32.2,17.5,20040724,20040701
115,울릉도,2004-08,22.5,25.8,20.3,31.6,16.2,20040808,20040823
115,울릉도,2004-09,19.8,22.9,17.4,28.4,14.6,20040902,20040922
115,울릉도,2004-10,14.8,18.7,12.3,24.4,7.4,20041001,20041027
115,울릉도,2004-11,11.4,15.2,8.7,19.8,3.8,20041111,20041130
115,울릉도,2004-12,5.7,9,3.4,15.6,-3.7,20041215,20041231
115,울릉도,2005-01,1.6,4.7,-.8,11.8,-6.9,20050128,20050131
115,울릉도,2005-02,.3,3.1,-2.1,8.1,-9.1,20050219,20050201
115,울릉도,2005-03,4.3,7.9,1.3,16.8,-5.6,20050328,20050312
115,울릉도,2005-04,11.6,16.1,8.1,20.2,2,20050430,20050403
115,울릉도,2005-05,14.2,18.1,10.8,25.1,6.8,20050521,20050507
115,울릉도,2005-06,20.4,24.1,17.6,30.9,12.6,20050625,20050605
115,울릉도,2005-07,23.1,26.4,20.7,31.8,17,20050721,20050711
115,울릉도,2005-08,24.6,27.8,22.4,32.3,17.8,20050813,20050823
115,울릉도,2005-09,20.2,23.2,18.1,30.5,14.8,20050902,20050922
115,울릉도,2005-10,15.5,18.6,13.1,25.5,3.6,20051002,20051022
115,울릉도,2005-11,10.7,14.1,8.5,22.4,2.6,20051104,20051116
115,울릉도,2005-12,.3,3.1,-2,12.4,-7.9,20051201,20051217
115,울릉도,2006-01,1.6,4.4,-.5,10.2,-4.5,20060129,20060104
115,울릉도,2006-02,2.4,5.8,-.2,13.6,-8.3,20060221,20060203
115,울릉도,2006-03,4.9,8.8,1.4,14.7,-5.3,20060317,20060313
115,울릉도,2006-04,8.6,12.2,5.6,18,1.6,20060430,20060406
115,울릉도,2006-05,14,17.5,11,25,4.8,20060531,20060503
115,울릉도,2006-06,18.1,21.4,15.6,27.4,11.3,20060627,20060603
115,울릉도,2006-07,20.7,23.4,18.6,30,16.2,20060731,20060716
115,울릉도,2006-08,24.8,28.3,22.2,31.7,18.3,20060811,20060819
115,울릉도,2006-09,18.8,21.9,16.6,27.2,14,20060904,20060910
115,울릉도,2006-10,17.1,20.5,14.8,27,12,20061010,20061024
115,울릉도,2006-11,10.1,13.2,7.5,21.8,1.8,20061104,20061107
115,울릉도,2006-12,4.9,7.7,2.8,13.4,-5.3,20061213,20061228
115,울릉도,2007-01,3.9,7.1,1.7,12.5,-1.6,20070125,20070131
115,울릉도,2007-02,5.2,8.4,2.8,13.4,-2.1,20070222,20070201
115,울릉도,2007-03,6,9.7,3.2,16.6,-4.8,20070325,20070306
115,울릉도,2007-04,10.4,13.9,7.4,24.1,.8,20070429,20070404
115,울릉도,2007-05,15.8,19.7,12.4,23.9,8.6,20070526,20070520
115,울릉도,2007-06,19.1,22.4,16.5,27.1,11.9,20070629,20070601
115,울릉도,2007-07,20.8,23.5,18.8,31.7,16.1,20070726,20070715
115,울릉도,2007-08,25.3,28.2,23.1,33.7,17.2,20070825,20070829
115,울릉도,2007-09,20.7,23.5,18.7,27.7,15.6,20070920,20070926
115,울릉도,2007-10,16.2,19.1,13.9,25.2,8,20071007,20071020
115,울릉도,2007-11,10.8,13.9,8.5,20.6,1.5,20071107,20071118
115,울릉도,2007-12,6.7,9.3,4.7,13.3,-3.5,20071227,20071230
115,울릉도,2008-01,3,5.2,1.2,11.6,-2.5,20080106,20080124
115,울릉도,2008-02,2.6,5.1,.5,11.6,-3.5,20080222,20080213
115,울릉도,2008-03,7.6,11,4.9,15.8,.3,20080310,20080305
115,울릉도,2008-04,12.7,16.1,10.2,23.7,7.3,20080430,20080401
115,울릉도,2008-05,15.9,19.4,13,26,9.1,20080503,20080511
115,울릉도,2008-06,17.2,20.5,14.5,27.7,11.1,20080613,20080604
115,울릉도,2008-07,23.7,26.5,21.3,31.5,15.3,20080730,20080701
115,울릉도,2008-08,22.2,25.3,20,30.6,16.2,20080812,20080825
115,울릉도,2008-09,20,23.7,17.6,27.8,12.7,20080912,20080928
115,울릉도,2008-10,16.9,20.6,14.4,24.6,9.3,20081003,20081030
115,울릉도,2008-11,9.9,12.9,7.4,19.9,-1.2,20081106,20081119
115,울릉도,2008-12,4.6,7.9,1.8,15.1,-8.7,20081210,20081206
115,울릉도,2009-01,1.9,4.6,-.4,10.1,-7,20090128,20090124
115,울릉도,2009-02,4.6,8,2.2,14.2,-4.8,20090213,20090217
115,울릉도,2009-03,5.9,9.4,3,20.8,-1.8,20090319,20090314
115,울릉도,2009-04,11.7,16.2,8.3,24.4,1.7,20090410,20090401
115,울릉도,2009-05,16.4,20.9,13,29,9.6,20090520,20090507
115,울릉도,2009-06,19.3,22.6,16.8,31.1,12.7,20090626,20090603
115,울릉도,2009-07,20.8,23.5,18.9,27.8,17.1,20090717,20090712
115,울릉도,2009-08,21.8,24.5,19.8,29.4,17.3,20090821,20090831
115,울릉도,2009-09,19.6,22.8,17.3,25.7,14.9,20090910,20090920
115,울릉도,2009-10,16,19.2,13.9,23.7,10.1,20091002,20091020
115,울릉도,2009-11,8.7,11.7,6.4,22.1,.7,20091108,20091102
115,울릉도,2009-12,3.7,6.4,1.7,12.2,-5.2,20091202,20091231
115,울릉도,2010-01,1,3.6,-1.1,12,-7.2,20100120,20100113
115,울릉도,2010-02,2.1,4.9,.3,15.2,-4.9,20100224,20100203
115,울릉도,2010-03,3.8,6.8,1.5,14.4,-2.4,20100320,20100310
115,울릉도,2010-04,8.9,12.4,5.9,18.3,1.6,20100419,20100408
115,울릉도,2010-05,15.2,18.4,12.3,27.5,6.6,20100521,20100512
115,울릉도,2010-06,20.2,23.3,17.6,27.3,10.7,20100620,20100601
115,울릉도,2010-07,23.4,25.7,21.5,30.4,18.5,20100726,20100708
115,울릉도,2010-08,25.9,28.8,23.6,32.7,21.2,20100801,20100818
115,울릉도,2010-09,21.1,24.1,18.7,30.8,13.9,20100901,20100922
115,울릉도,2010-10,15.2,17.9,13.1,22.9,2.4,20101011,20101026
115,울릉도,2010-11,9.8,12.9,7.2,19,1.4,20101107,20101128
115,울릉도,2010-12,4.2,7.1,1.4,16.5,-5.9,20101205,20101225
115,울릉도,2011-01,-1.3,1.1,-3.2,5.4,-8.6,20110108,20110115
115,울릉도,2011-02,2.9,5.4,.8,12.5,-4.4,20110224,20110213
115,울릉도,2011-03,3.8,7.1,1.2,15.3,-4,20110314,20110316
115,울릉도,2011-04,9.6,13.2,6.4,19.1,2.1,20110415,20110418
115,울릉도,2011-05,14.1,17.3,11.5,21.7,7.2,20110510,20110505
115,울릉도,2011-06,19.8,23,17.1,29.2,11.8,20110621,20110602
115,울릉도,2011-07,22.5,25,20.6,29.9,16,20110705,20110723
115,울릉도,2011-08,24.1,26.6,22.2,31.1,18.5,20110811,20110824
115,울릉도,2011-09,19.9,22.6,17.7,27.8,13,20110916,20110920
115,울릉도,2011-10,15.2,18.3,12.9,22.9,7,20111010,20111025
115,울릉도,2011-11,11.5,14.5,9,21.5,.3,20111102,20111124
115,울릉도,2011-12,2.5,4.8,.7,11.3,-4.2,20111214,20111226
115,울릉도,2012-01,.3,2.2,-1.3,6.2,-5.5,20120108,20120125
115,울릉도,2012-02,-.2,2.7,-2.5,9.1,-8.1,20120214,20120202
115,울릉도,2012-03,4.3,7.4,1.7,13.5,-3.8,20120329,20120313
115,울릉도,2012-04,11,15,7.5,24.3,-.2,20120424,20120407
115,울릉도,2012-05,15.5,19.2,12.6,25.1,6.9,20120527,20120512
115,울릉도,2012-06,18.4,21.3,16.2,25.4,13.3,20120605,20120603
115,울릉도,2012-07,23.4,26.1,21.4,31.4,17.9,20120727,20120708
115,울릉도,2012-08,24.7,27.4,22.8,30.3,18.5,20120801,20120831
115,울릉도,2012-09,19.8,22.8,17.6,26.5,14.6,20120904,20120930
115,울릉도,2012-10,15.4,18.7,13.1,22.9,6.4,20121014,20121030
115,울릉도,2012-11,8.2,11,5.7,17.6,1.6,20121105,20121127
115,울릉도,2012-12,1.5,4.4,-.7,10.8,-5.5,20121215,20121209
115,울릉도,2013-01,.5,3.1,-1.5,9,-6.5,20130131,20130126
115,울릉도,2013-02,1.2,4.5,-1.3,12.6,-9.7,20130228,20130208
115,울릉도,2013-03,6.2,10.6,2.8,16.3,-1.7,20130328,20130320
115,울릉도,2013-04,9.1,13.1,5.8,20,.5,20130416,20130407
115,울릉도,2013-05,15.7,19.5,12.4,26.6,5.3,20130530,20130501
115,울릉도,2013-06,19.6,22.5,17.4,27,13.3,20130612,20130603
115,울릉도,2013-07,24.7,27.5,22.3,31.8,20.6,20130729,20130707
115,울릉도,2013-08,26.6,29.8,24.1,35.4,19.2,20130808,20130831
115,울릉도,2013-09,20.7,23.7,18.4,27.2,14.4,20130921,20130926
115,울릉도,2013-10,16.1,19,13.9,24.1,9,20131007,20131017
115,울릉도,2013-11,8.9,11.8,6.4,21,-2.8,20131102,20131128
115,울릉도,2013-12,3.4,5.8,1.5,12.7,-3.8,20131201,20131213
115,울릉도,2014-01,1.9,4.8,-.5,12.2,-5.6,20140130,20140109
115,울릉도,2014-02,1.4,3.6,-.4,14.8,-5.1,20140202,20140204
115,울릉도,2014-03,6.5,10,3.6,18.5,-1.7,20140329,20140306
115,울릉도,2014-04,12,16.1,8.8,22.8,1.1,20140415,20140405
115,울릉도,2014-05,17.3,21.1,13.9,29.1,9.3,20140531,20140505
115,울릉도,2014-06,19.7,23,17.4,31.3,14.4,20140601,20140607
115,울릉도,2014-07,24,27,21.7,30.7,18.9,20140712,20140728
115,울릉도,2014-08,22.2,24.6,20.6,30.8,17.5,20140801,20140828
115,울릉도,2014-09,20.2,23.9,17.8,26.7,12.7,20140905,20140930
115,울릉도,2014-10,15.2,18.7,12.9,22.7,9.2,20141026,20141015
115,울릉도,2014-11,10.8,13.5,8.4,19.4,.8,20141105,20141113
115,울릉도,2014-12,2.2,4.7,-.4,12.6,-6.3,20141201,20141217
115,울릉도,2015-01,2.3,4.8,.3,9.2,-4.6,20150121,20150101
115,울릉도,2015-02,2.6,5.3,.1,11.7,-6.9,20150222,20150209
115,울릉도,2015-03,6.6,10.2,3.4,17,-5.1,20150331,20150310
115,울릉도,2015-04,11.2,14.9,8.1,24.9,2.6,20150427,20150407
115,울릉도,2015-05,17.9,21.9,14.2,28.1,9.9,20150529,20150511
115,울릉도,2015-06,19.4,22.7,16.8,26.6,12,20150612,20150606
115,울릉도,2015-07,22.3,25.1,19.9,33.7,15.8,20150731,20150706
115,울릉도,2015-08,24.4,27.5,22.1,33.3,16.7,20150805,20150826
115,울릉도,2015-09,19.2,22.3,17.2,25.5,15,20150903,20150913
115,울릉도,2015-10,15.4,18.9,12.7,22.6,6.3,20151018,20151031
115,울릉도,2015-11,10.4,13.1,8.4,19.3,1.4,20151104,20151127
115,울릉도,2015-12,5.4,7.9,3.4,13.2,-2.8,20151202,20151227
115,울릉도,2016-01,1.3,3.7,-.8,11.4,-9.9,20160103,20160124
115,울릉도,2016-02,2.1,4.6,-.2,12.4,-4,20160213,20160229
115,울릉도,2016-03,6.7,10.6,3.6,17.5,-3.8,20160330,20160301
115,울릉도,2016-04,12.3,16.3,9,20.9,2.3,20160409,20160411
115,울릉도,2016-05,17.3,20.9,14.2,25.5,9.1,20160531,20160510
115,울릉도,2016-06,20.5,23.6,17.9,26.8,13.9,20160617,20160601
115,울릉도,2016-07,23,25.6,21,30.5,17.8,20160730,20160707
115,울릉도,2016-08,24.5,27.4,22.3,31.5,16.1,20160814,20160826
115,울릉도,2016-09,20.3,22.7,18.5,26.2,14,20160901,20160929
115,울릉도,2016-10,15.5,18.2,13.4,24.8,8.2,20161003,20161030
